original,adversarial,original_label,final_label,success,queries
an adorably whimsical comedy that deserves more than a passing twinkle .,Failed to initialize,1,,False,1001
mushes the college-friends genre ( the big chill ) together with the contrivances and overwrought emotion of soap operas .,physique the college-friends genre ( the big tingling ) together with the gambit and distraught emotion of comfortable set Opera .,0,1,True,117
as pedestrian as they come .,N/A,neg,pos,Skipped,0
"for this sort of thing to work , we need agile performers , but the proficient , dull sorvino has no light touch , and rodan is out of his league .",Failed to initialize,0,,False,964
"watching "" ending "" is too often like looking over the outdated clothes and plastic knickknacks at your neighbor's garage sale . you can't believe anyone would really buy this stuff .","watching "" ending "" is also a outstanding look at care take along care perfect the superannuated fit in taboo and armorial endure national establish knickknack at your neighbor's serving department sales upshot . you can't conceive anyone would truly grease one's palms this stuff .",0,1,True,1221
an ideal love story for those intolerant of the more common saccharine genre .,an apotheosis sexual cause it off watchword drop-off a wrinkle written reputation for those intolerant of the more than than unwashed treacly genre .,1,0,True,168
"the sort of picture in which , whenever one of the characters has some serious soul searching to do , they go to a picture-perfect beach during sunset .",N/A,neg,pos,Skipped,0
"even if the naipaul original remains the real masterpiece , the movie possesses its own languorous charm .","even if the naipaul Godhead remains the real masterpiece , the moving-picture put down up own info engineer ain lackadaisical magic spell .",1,0,True,130
"this is a movie that refreshes the mind and spirit along with the body , so original is its content , look , and style .",Failed to initialize,1,,False,1001
the big finish is a bit like getting all excited about a chocolate eclair and then biting into it and finding the filling missing .,the boastful finish is a bit like getting all excited about a chocolate eclair and and thusly keenness into information engineering and tone the reach replete wanting .,0,1,True,221
"this is a monumental achievement in practically every facet of inept filmmaking : joyless , idiotic , annoying , heavy-handed , visually atrocious , and often downright creepy .","this is a monumental achievement in practically every facet of inept filmmaking : joyless , funny , annoying , heavy-handed , visually atrocious , and often downright creepy .",0,1,True,33
there's something poignant about an artist of 90-plus years taking the effort to share his impressions of life and loss and time and art with us .,Failed to initialize,1,,False,984
"the histrionic muse still eludes madonna and , playing a charmless witch , she is merely a charmless witch .","the histrionic muse calm eludes madonna and , playing a charmless witch , she is but a charmless witch .",0,1,True,919
strident and inelegant in its 'message-movie' posturing .,N/A,neg,pos,Skipped,0
nearly all the fundamentals you take for granted in most films are mishandled here .,astir all the fundamentals you take for granted in to the eminent level photographic cinema equate mishandled hither .,0,1,True,127
"if the full monty was a freshman fluke , lucky break is [cattaneo] sophomore slump .",Failed to initialize,0,,False,958
"an entertaining , if ultimately minor , thriller .","an form fellate , if nuclear list 49 the terminal pocket-sized , thriller .",1,0,True,105
"a tired , predictable , bordering on offensive , waste of time , money and celluloid .","a liberate fair sex , predictable , gang on unsavory , serve in of 4th dimension , money and cinema .",0,1,True,893
"an "" o bruin , where art thou ? "" -style cross-country adventure . . . it has sporadic bursts of liveliness , some so-so slapstick and a few ear-pleasing songs on its soundtrack .",N/A,neg,pos,Skipped,0
"too long , and larded with exposition , this somber cop drama ultimately feels as flat as the scruffy sands of its titular community .","A intimately foresightful , and embroider with exposition , this sober hook spectacular dramatic play indium the close tactual holding as flat Eastern Samoan island the seedy sands of its titulary residential district .",0,1,True,278
"a grittily beautiful film that looks , sounds , and feels more like an extended , open-ended poem than a traditionally structured story .",Failed to initialize,1,,False,917
. . . you can be forgiven for realizing that you've spent the past 20 minutes looking at your watch and waiting for frida to just die already .,N/A,neg,pos,Skipped,0
"certainly not a good movie , but it wasn't horrible either .","certainly not a good movie , but it wasn't fearful either .",0,1,True,171
a muddle splashed with bloody beauty as vivid as any scorsese has ever given us .,a muddle splashed with bloody dishful as vivid as any scorsese has ever given us .,1,0,True,62
