ID,Original Sentence,Generated Sentence,Substituted Sentence,Query Count,Attack Success
120,"swims in mediocrity , sticking its head up for a breath of fresh air now and then .","swims in strive , sticking its head up for a breath of fresh air now and then .","swims in strive , sticking its head up for a breath of fresh air now and then .",204,True
121,the most consistently funny of the austin powers films .,the most consistently silly of the austin powers films .,the most consistently silly of the austin powers films .,8,True
122,"williams creates a stunning , taxi driver-esque portrayal of a man teetering on the edge of sanity .","williams creates a stunning , taxi driver-esque portrayal of a man teetering on the edge of sanity .","williams creates a stunning , taxi driver-esque portrayal of a man teetering on the edge of sanity .",491,True
123,a real snooze .,a real wakes .,a real wakes .,2,True
124,"lazy filmmaking , with the director taking a hands-off approach when he should have shaped the story to show us why it's compelling .","unmotivated filmmaking , with the director taking a hands-off approach when he should have shaped the story to show us why it's compelling .","unmotivated filmmaking , with the director taking a hands-off approach when he should have shaped the story to show us why it's compelling .",397,True
125,"if you're in the right b-movie frame of mind , it may just scare the pants off you .",---,---,0,False
126,. . . quite good at providing some good old fashioned spooks .,. . . roughly good at providing some good old fashioned spooks .,. . . roughly good at providing some good old fashioned spooks .,96,True
127,"spielberg's realization of a near-future america is masterful . this makes minority report necessary viewing for sci-fi fans , as the film has some of the best special effects ever .","spielberg's realization of a near-future america isnt masterful . this makes minority report necessary viewing for sci-fi fans , as the film has some of the best special effects ever .","spielberg's realization of a near-future america isnt masterful . this makes minority report necessary viewing for sci-fi fans , as the film has some of the best special effects ever .",5,True
128,old-fashioned but thoroughly satisfying entertainment .,old-fashioned but thoroughly unsatisfying entertainment .,old-fashioned but thoroughly unsatisfying entertainment .,69,True
129,"oh , james ! your 20th outing shows off a lot of stamina and vitality , and get this , madonna's cameo doesn't suck !","oh , james ! your 20th outing shows off a lot of stamina and vitality , and get this , madonna's cameo do suck !","oh , james ! your 20th outing shows off a lot of stamina and vitality , and get this , madonna's cameo do suck !",352,True
130,"an enthralling , entertaining feature .","an enthralling , inane feature .","an enthralling , inane feature .",39,True
131,"a bland , obnoxious 88-minute infomercial for universal studios and its ancillary products .","a bland , obnoxious 88-minute infomercial for universal studios and its ancillary products .","a bland , obnoxious 88-minute infomercial for universal studios and its ancillary products .",393,True
