ID,Original Sentence,Generated Sentence,Substituted Sentence,Query Count,Attack Success
133,"the tale of tok ( andy lau ) , a sleek sociopath on the trail of o ( takashi sorimachi ) , the most legendary of asian hitmen , is too scattershot to take hold . ","the tale of tok ( andy lau ) , a sleek sociopath on the trail of o ( takashi sorimachi ) , the most legendary of asian hitmen , is aswell scattershot to take hold .","the tale of tok ( andy lau ) , a sleek sociopath on the trail of o ( takashi sorimachi ) , the most legendary of asian hitmen , is aswell scattershot to take hold .",1,True
134,it all drags on so interminably it 's like watching a miserable relationship unfold in real time . ,it all sways on so interminably it 's like watching a miserable relationship unfold in real time .,it all sways on so interminably it 's like watching a miserable relationship unfold in real time .,109,True
135,"pumpkin means to be an outrageous dark satire on fraternity life , but its ambitions far exceed the abilities of writer adam larson broder and his co-director , tony r. abrams , in their feature debut . ",---,---,0,False
136,looks and feels like a project better suited for the small screen . ,beautiful and feels like a project better suited for the small screen .,beautiful and feels like a project better suited for the small screen .,73,True
137,"forced , familiar and thoroughly condescending . ","forced , familiar and thoroughly ignoramus .","forced , familiar and thoroughly ignoramus .",57,True
138,that is a compliment to kuras and miller . ,that doesnt a compliment to kuras and miller .,that doesnt a compliment to kuras and miller .,95,True
139,it 's not the ultimate depression-era gangster movie . ,it 's pas the ultimate depression-era gangster movie .,it 's pas the ultimate depression-era gangster movie .,51,True
140,sacrifices the value of its wealth of archival foot-age with its less-than-objective stance . ,continuing the value of its wealth of archival foot-age with its less-than-objective stance .,continuing the value of its wealth of archival foot-age with its less-than-objective stance .,259,True
141,the character of zigzag is not sufficiently developed to support a film constructed around him . ,the character of zigzag is not insufficient developed to support a film constructed around him .,the character of zigzag is not insufficient developed to support a film constructed around him .,24,True
142,what better message than ` love thyself ' could young women of any size receive ? ,---,---,0,False
143,a solid film ... but more conscientious than it is truly stirring . ,a solid film ... but more conscientious than it arent truly stirring .,a solid film ... but more conscientious than it arent truly stirring .,109,True
144,"while ( hill ) has learned new tricks , the tricks alone are not enough to salvage this lifeless boxing film . ","while ( hill ) has learned new tricks , the tricks alone are actually enough to salvage this lifeless boxing film .","while ( hill ) has learned new tricks , the tricks alone are actually enough to salvage this lifeless boxing film .",602,True
145,the best that can be said about the work here of scottish director ritchie ... is that he obviously does n't have his heart in it . ,---,---,0,False
146,"about a manga-like heroine who fights back at her abusers , it 's energetic and satisfying if not deep and psychological . ","about a manga-like heroine who fights back at her abusers , it t energetic and satisfying if not deep and psychological .","about a manga-like heroine who fights back at her abusers , it t energetic and satisfying if not deep and psychological .",209,True
